単位[MW平均],,,供給力,,,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),火力出力制御量,水力,地熱,バイオマス,バイオマス出力制御量,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2026/04/01,00:00,2930,0,367,1079,326,210,0,396,10,296,0,0,0,275,0,60,-5,-84,0,2930
2026/04/01,00:30,2886,0,398,1078,327,184,0,385,11,296,0,0,0,271,0,103,-7,-160,0,2886
2026/04/01,01:00,2904,0,376,1083,207,173,0,379,11,295,0,0,0,255,0,75,-5,55,0,2904
2026/04/01,01:30,2932,0,333,1070,164,174,0,387,11,296,0,0,0,260,0,15,-5,227,0,2932
2026/04/01,02:00,2986,0,404,1085,306,173,0,395,10,296,0,0,0,230,0,0,1,86,0,2986
2026/04/01,02:30,3048,0,477,1078,358,174,0,411,10,295,0,0,0,210,0,31,-1,5,0,3048
2026/04/01,03:00,3131,0,404,1081,346,173,0,457,10,296,0,0,0,179,0,210,0,-25,0,3131
2026/04/01,03:30,3177,0,401,1076,367,173,0,481,11,296,0,0,0,178,0,228,-2,-32,0,3177
2026/04/01,04:00,3236,0,378,1085,377,173,0,573,11,295,0,0,0,161,0,220,0,-37,0,3236
2026/04/01,04:30,3240,0,357,1083,355,173,0,599,11,296,0,0,0,147,0,265,38,-84,0,3240
2026/04/01,05:00,3248,0,371,1081,330,173,0,554,11,296,0,3,0,139,0,289,46,-45,0,3248
2026/04/01,05:30,3262,0,463,1074,404,173,0,549,10,295,0,143,0,128,0,216,-6,-187,0,3262
2026/04/01,06:00,3259,0,494,900,425,173,0,489,10,296,0,329,0,87,0,218,-4,-158,0,3259
2026/04/01,06:30,3163,0,523,602,408,173,0,487,10,296,0,574,0,77,0,143,-6,-124,0,3163
2026/04/01,07:00,3160,0,446,545,290,172,0,420,11,295,0,929,0,71,0,78,-3,-94,0,3160
2026/04/01,07:30,3190,0,350,497,215,172,0,387,11,296,0,1269,0,75,0,-92,-4,14,0,3190
2026/04/01,08:00,3254,0,392,459,172,173,0,373,11,295,0,1505,0,71,0,-180,-4,-13,0,3254
